nom_commune,cog_commune,siren_commune,nom_prenom_maire,nuance_politique,famille_nuance
Andelain,02016,210200168,WENDLING MARLIERE Julie,NC,Non classé
Anguilcourt-Le-Sart,02017,210200176,LEMIRE Bernard,NC,Non classé
Anizy-Le-Grand,02018,200084135,CENTONZE SANDRAS Ambroise,LNC,Non classé
Annois,02019,210200192,DEMAREST Hugues,NC,Non classé
Any-Martin-Rieux,02020,210200200,VAN DER SYPT Carine,NC,Non classé
Archon,02021,210200218,DUFOURG Nicolas,NC,Non classé
Arcy-Sainte-Restitue,02022,210200226,BOUREL Patrick,NC,Non classé
Armentières-Sur-Ourcq,02023,210200234,BOCQUET Jean-Pierre,NC,Non classé
Arrancy,02024,210200242,HARANT Georges,NC,Non classé
Artemps,02025,210200259,DUSANTER Jean-Claude,NC,Non classé
Assis-Sur-Serre,02027,210200275,LEGRAND Justine,NC,Non classé
Athies-Sous-Laon,02028,210200283,BRUN Yves,LNC,Non classé
Attilly,02029,210200291,BELMERE Sylvie,NC,Non classé
Aubencheul-Aux-Bois,02030,210200309,PASSET Francis,NC,Non classé
Aubenton,02031,210200317,GREHANT Bernard,NC,Non classé
Aubigny-Aux-Kaisnes,02032,210200325,VAN HEESWYCK Sylvain,NC,Non classé
Aubigny-En-Laonnois,02033,210200333,RAVERDY Thierry,NC,Non classé
Audignicourt,02034,210200341,THÉRON Christophe,NC,Non classé
Audigny,02035,210200358,GUIARD Franck,NC,Non classé
Augy,02036,210200366,RUFFY Didier,NC,Non classé
Aulnois-Sous-Laon,02037,210200374,DUMAY Denis,LNC,Non classé
Les Autels,02038,210200382,HALLE Eric,NC,Non classé
Autremencourt,02039,210200390,POTART Dominique,NC,Non classé
Autreppes,02040,210200408,BASSE Paul,NC,Non classé
Autreville,02041,210200416,BABILOTTE Michel,NC,Non classé
Azy-Sur-Marne,02042,210200424,GLEIZE Séverine,NC,Non classé
Bagneux,02043,210200432,DUBOIS Jean-Marie,NC,Non classé
Bancigny,02044,210200440,WOIMANT Michel,NC,Non classé
Barenton-Bugny,02046,210200457,BEVIERE Eric,NC,Non classé
Barenton-Cel,02047,210200465,PETIT David,NC,Non classé
Barenton-Sur-Serre,02048,210200473,LECUYER Christian,NC,Non classé
Barisis-Aux-Bois,02049,210200481,PERNAUT Guy,NC,Non classé
Barzy-En-Thiérache,02050,210200499,TELLIER Pierre-Marie,NC,Non classé
Barzy-Sur-Marne,02051,210200507,BOHAIN Jean-Claude,NC,Non classé
Bassoles-Aulers,02052,210200515,HERBULOT Isabelle,NC,Non classé
Vallées En Champagne,02053,200056307,LAHOUATI Bruno,NC,Non classé
Bazoches-Et-Saint-Thibaut,02054,210200531,DROUET Christian,NC,Non classé
Beaumé,02055,210200549,HESTERS Jean-Luc,NC,Non classé
Beaumont-En-Beine,02056,210200556,GAMBART Christian,NC,Non classé
Beaurevoir,02057,210200564,WABONT Christian,LNC,Non classé
Beaurieux,02058,210200572,COFFINET Jean-Paul,NC,Non classé
Beautor,02059,210200580,GOARIN Jackie,LNC,Non classé
Beauvois-En-Vermandois,02060,210200598,LEFEVRE Bruno,NC,Non classé
Becquigny,02061,210200606,MOREL Pierre,NC,Non classé
Belleau,02062,210200614,LEBOULANGER Emmanuel,NC,Non classé
Bellenglise,02063,210200622,DUQUENNE Vincent,NC,Non classé
Belleu,02064,210200630,MONTARON Philippe,LDVG,Gauche
Bellicourt,02065,210200648,LECLERE Marcel,NC,Non classé
Benay,02066,210200655,MASSON Jacques,NC,Non classé
Bergues-Sur-Sambre,02067,210200663,LACOCHE Frédéric,NC,Non classé
Berlancourt,02068,210200671,TORRE Philippe,NC,Non classé
Berlise,02069,210200689,JACQUES Michaël,NC,Non classé
Bernot,02070,210200697,BOCQUILLON Xavier,NC,Non classé
Berny-Rivière,02071,210200705,HERTAULT Hervé,NC,Non classé
Berrieux,02072,210200713,PAYEN Gilles,NC,Non classé
Berry-Au-Bac,02073,210200721,HALLIER Marie-Christine,NC,Non classé
Bertaucourt-Epourdon,02074,210200739,MARTEAU Philippe,NC,Non classé
Berthenicourt,02075,210200747,VANSTEENBERGHE Camille,NC,Non classé
Bertricourt,02076,210200754,BOLLINNE Hervé,NC,Non classé
Besmé,02078,210200770,KRESS Georges,NC,Non classé
Besmont,02079,210200788,DRU Michel,NC,Non classé
Besny-Et-Loizy,02080,210200796,DEMAZURE Franck,NC,Non classé
Béthancourt-En-Vaux,02081,210200804,SERVAIS Alain,NC,Non classé
Beugneux,02082,210200812,CALLAY Etienne,NC,Non classé
Beuvardes,02083,210200820,RICHARD Catherine,NC,Non classé
Bézu-Le-Guéry,02084,210200838,GUYON Philippe,NC,Non classé
Bézu-Saint-Germain,02085,210200846,BOUTEILLER Mauricette,,
Bichancourt,02086,210208245,DEDUN Patrick,LNC,Non classé
Bieuxy,02087,210200853,DOURNEL Isabelle,NC,Non classé
Bièvres,02088,210200861,BIEDAL Pierre,NC,Non classé
Billy-Sur-Aisne,02089,210200879,DE BAERE Jean-François,,
Billy-Sur-Ourcq,02090,210200887,EMOND Françoise,NC,Non classé
Blanzy-Lès-Fismes,02091,210200895,FERTE Dominique,NC,Non classé
Blérancourt,02093,210200903,LAPLACE Patrick,LNC,Non classé
Blesmes,02094,210200911,ANDRE Francis,NC,Non classé
Bohain-En-Vermandois,02095,210200929,ROJO Yann,LDVG,Gauche
Bois-Lès-Pargny,02096,210200937,LAYE Aldric,NC,Non classé
Boncourt,02097,210200945,REDMER Régine,NC,Non classé
Bonneil,02098,210200952,BOUCANT Stéphanie,NC,Non classé
Bonnesvalyn,02099,210200960,FRERE Stéphane,NC,Non classé
Bony,02100,210200978,GYSELINCK Philippe,NC,Non classé
Bosmont-Sur-Serre,02101,210200986,DUCHENE Laurent,NC,Non classé
Bouconville-Vauclair,02102,210200994,BRATEAU Stéphane,NC,Non classé
Boué,02103,210201000,DONNAY Eric,LNC,Non classé
Bouffignereux,02104,210201018,EVRARD Dominique,NC,Non classé
Bouresches,02105,210201026,FREX Dominique,NC,Non classé
Bourg-Et-Comin,02106,210201034,DUVAL Michel,NC,Non classé
Bourguignon-Sous-Coucy,02107,210201042,REBOUR Daniel,NC,Non classé
Bourguignon-Sous-Montbavin,02108,210201059,BONAMOUR DU TARTRE Eric,,
La Bouteille,02109,210201067,STEVENOT Cyrille,NC,Non classé
Braine,02110,210201075,RAMPELBERG François,LNC,Non classé
Brancourt-En-Laonnois,02111,210201083,ROUYER THIEBAUT Marie-Laure,NC,Non classé
Brancourt-Le-Grand,02112,210201091,CALLAY Bertrand,NC,Non classé
Brasles,02114,210201109,CONTOZ Julie,LNC,Non classé
Braye-En-Laonnois,02115,210201117,PILLOY Françoise,NC,Non classé
Braye-En-Thiérache,02116,210201125,DORGERE Bertrand,NC,Non classé
Bray-Saint-Christophe,02117,210208070,LEGRAND Benoît,NC,Non classé
Braye,02118,210208088,FEBVAY LAUNE Géraldine,NC,Non classé
Brécy,02119,210208096,VARNIER Vincent,NC,Non classé
Brenelle,02120,210208104,DETAILLE Bertrand,NC,Non classé
Breny,02121,210208146,VALET Eric,NC,Non classé
Brie,02122,210201133,GUILLAUCOURT Jack,NC,Non classé
Brissay-Choigny,02123,210208112,GLASSET Anthony,NC,Non classé
Brissy-Hamégicourt,02124,210208120,ABDOULI Marie-Pierre,NC,Non classé
Brumetz,02125,210208153,GUERIN Hubert,NC,Non classé
Bruyères-Sur-Fère,02127,210201158,FRAEYMAN Fabien,NC,Non classé
Bruyères-Et-Montbérault,02128,210201166,TOKARSKI Marie-Pierre,LNC,Non classé
Bruys,02129,210201174,FILLIOUD Patrick,NC,Non classé
Bucilly,02130,210201182,LEGRAND Christian,NC,Non classé
Bucy-Le-Long,02131,210208161,ROUTIER Thierry,LNC,Non classé
Bucy-Lès-Cerny,02132,210201190,VAN HAMME Philippe,NC,Non classé
Bucy-Lès-Pierrepont,02133,210201208,COULBEAUT Béatrice,NC,Non classé
Buire,02134,210201216,DEMEAUX Maurice,NC,Non classé
Buironfosse,02135,210201224,WATTIER Marie-Anne,LNC,Non classé
Burelles,02136,210201232,YVERNEAU Damien,NC,Non classé
Bussiares,02137,210201240,FRAEYMAN Francis,NC,Non classé
Buzancy,02138,210201257,DOUBLET Jean-Claude,NC,Non classé
Caillouël-Crépigny,02139,210201265,ALBARIC Alain,NC,Non classé
Camelin,02140,210201273,BORGNE Francis,NC,Non classé
La Capelle,02141,210201281,WERY Johann,LNC,Non classé
Castres,02142,210201299,ACCART Jean-Marie,NC,Non classé
Le Catelet,02143,210201307,LOCQUET GONELLE Chrystelle,NC,Non classé
Caulaincourt,02144,210201315,TROUILLET Raphaël,NC,Non classé
Caumont,02145,210201323,LEWANDOWSKI Sylvain,NC,Non classé
Celles-Lès-Condé,02146,210201331,BEAUCHARD Jordane,NC,Non classé
Celles-Sur-Aisne,02148,210201356,GESLIN Jean-Pierre,NC,Non classé
Cerizy,02149,210201364,CARLIER Jean-Christophe,NC,Non classé
Cerny-En-Laonnois,02150,210201372,VUAROQUEAUX Claude,NC,Non classé
Cerny-Lès-Bucy,02151,210201380,ALGLAVE Thomas,NC,Non classé
Cerseuil,02152,210201398,GUYOT Jacques,NC,Non classé
Cessières-Suzy,02153,200086338,BERTELOOT Pierre,NC,Non classé
Chacrise,02154,210201414,DELATTRE Arnaud,NC,Non classé
Chaillevois,02155,210201422,MIGNOT Philippe,NC,Non classé
Chalandry,02156,210201430,DELVILLE Jean,NC,Non classé
Chamouille,02158,210201455,LÉAUTÉ Francis,NC,Non classé
Champs,02159,210201463,TENAILLON Marie-Angéline,NC,Non classé
Chaourse,02160,210201471,NAVEAU Yannick,NC,Non classé
La Chapelle-Sur-Chézy,02162,210201497,LOISEAU Patricia,NC,Non classé
Charly-Sur-Marne,02163,210201505,PLANSON Patricia,LNC,Non classé
Le Charmel,02164,210201513,BAILLEUL Martial,NC,Non classé
Charmes,02165,210201521,COCU Bruno,LNC,Non classé
Chartèves,02166,210201539,RICHARD Pascal,NC,Non classé
Chassemy,02167,210201547,JEUX Thierry,NC,Non classé
Château-Thierry,02168,210201554,EUGÈNE Sébastien,LDVC,Centre
Châtillon-Lès-Sons,02169,210201562,VENET François,NC,Non classé
Châtillon-Sur-Oise,02170,210201570,GAMBIER Léon,NC,Non classé
Chaudardes,02171,210201588,BOSELLI Christophe,NC,Non classé
Chaudun,02172,210201596,AUBERT Jérôme,NC,Non classé
Chauny,02173,210201604,LIEVIN Emmanuel,LDVC,Centre
Chavignon,02174,210201612,BOURNONVILLE Catherine,NC,Non classé
Chavigny,02175,210201620,DESPREZ Didier,NC,Non classé
Chavonne,02176,210201638,PILET Jean-Marc,NC,Non classé
Chérêt,02177,210201646,HARANG Francis,NC,Non classé
Chermizy-Ailles,02178,210201653,MOGLIA Johnny,NC,Non classé
Chéry-Chartreuve,02179,210201661,MOREL Nicolas,NC,Non classé
Chéry-Lès-Pouilly,02180,210201679,BOCHET Éric,NC,Non classé
Chéry-Lès-Rozoy,02181,210201687,LUCE Fabrice,NC,Non classé
Chevennes,02182,210201695,LEGOUX Patrick,NC,Non classé
Chevregny,02183,210201703,DELIGNY Elisabeth,NC,Non classé
Chevresis-Monceau,02184,210201711,SOLARI Sébastien,NC,Non classé
Chézy-En-Orxois,02185,210201729,BARBIER Maryvonne,NC,Non classé
Chézy-Sur-Marne,02186,210201737,BEREAUX Jean-Claude,LNC,Non classé
Chierry,02187,210201745,SCLAVON Jean-Marc,LNC,Non classé
Chigny,02188,210201752,WATREMEZ Christine,NC,Non classé
Chivres-En-Laonnois,02189,210201760,DUCAT Philippe,NC,Non classé
Chivres-Val,02190,210201778,CHOQUENET Vincent,NC,Non classé
Chivy-Lès-Etouvelles,02191,210201786,RABOUILLE Jean-Marie,NC,Non classé
Chouy,02192,210201794,PHILIPON Vincent,NC,Non classé
Cierges,02193,210208260,BÉRÈCHE Jean-Marie,NC,Non classé
Cilly,02194,210201810,HENNINOT Pierre-Jean,NC,Non classé
Ciry-Salsogne,02195,210201828,CAMACHO Serge,,
Clacy-Et-Thierret,02196,210201836,BARAN Claude,NC,Non classé
Clairfontaine,02197,210201802,TRICOTEAUX Régis,NC,Non classé
Clamecy,02198,210201844,FERTE Thierry,NC,Non classé
Clastres,02199,210201851,GASDON Jean-Louis,NC,Non classé
Clermont-Les-Fermes,02200,210201869,GARD Laurent,NC,Non classé
Coeuvres-Et-Valsery,02201,210201877,BRUYANT Monique,NC,Non classé
Coincy,02203,210201885,ARNEFAUX Alain,LNC,Non classé
Coingt,02204,210201893,HUYGHE Pascal,NC,Non classé
Colligis-Crandelain,02205,210201901,JUILLIART Serge,NC,Non classé
Colonfay,02206,210201919,BOURGEOIS Michel,NC,Non classé
Commenchon,02207,210201927,COQUISART Arnaud,NC,Non classé
Concevreux,02208,210201935,MARLIER Francis,NC,Non classé
Condé-En-Brie,02209,210201943,MOYSE Dominique,NC,Non classé
Condé-Sur-Aisne,02210,210201950,GUEDON Typhaine,NC,Non classé
Condé-Sur-Suippe,02211,210201968,FAVEREAUX Gilles,NC,Non classé
Condren,02212,210201976,FLORIN Claude,NC,Non classé
Connigis,02213,210201984,SALOT Didier,NC,Non classé
Contescourt,02214,210201992,MORTELLI Roland,NC,Non classé
Corbeny,02215,210202008,VANDOIS Dany,NC,Non classé
Corcy,02216,210202016,ROBILLARD Marc,NC,Non classé
Coucy-Le-Château-Auffrique,02217,210202024,BOUTROY Sophie,LNC,Non classé
Coucy-Lès-Eppes,02218,210202032,DA ENCARNAÇAO Paolo,NC,Non classé
Coucy-La-Ville,02219,210202040,DE SOUSA Maximino,NC,Non classé
Coulonges-Cohan,02220,210202057,STRAGIER Véronique,NC,Non classé
Coupru,02221,210202065,CLOBOURSE Elisabeth,NC,Non classé
Courbes,02222,210202073,LAVAL Monique,NC,Non classé
Courboin,02223,210202081,RAHIR Brigitte,NC,Non classé
Courcelles-Sur-Vesle,02224,210202099,TORDEUX Luc,NC,Non classé
Courchamps,02225,210202107,DECOCK Roland,NC,Non classé
Courmelles,02226,210202115,SVRCEK Arnaud,LNC,Non classé
Courmont,02227,210202123,DUJON Régis,NC,Non classé
Courtemont-Varennes,02228,210202131,DELAMARRE Florence,NC,Non classé
Courtrizy-Et-Fussigny,02229,210202149,CHAUPIN Ludovic,NC,Non classé
Couvrelles,02230,210202156,WATIER Francis,NC,Non classé
Couvron-Et-Aumencourt,02231,210202164,RIBEIRO Carole,NC,Non classé
Coyolles,02232,210202172,NELATON Robert,NC,Non classé
Cramaille,02233,210202180,GRENOT Didier,NC,Non classé
Craonne,02234,210202198,HERMET Geneviève,NC,Non classé
Craonnelle,02235,210202206,BOULANGER Pascal,NC,Non classé
Crécy-Au-Mont,02236,210202214,MORLET Vincent,NC,Non classé
Crécy-Sur-Serre,02237,210202222,JONNEAUX Bertrand,,
Crépy,02238,210202230,FÈRON Fabrice,LNC,Non classé
Crézancy,02239,210202248,MANGIN Eric,LNC,Non classé
Croix-Fonsomme,02240,210202255,MORLET Lilian,NC,Non classé
La Croix-Sur-Ourcq,02241,210202263,GAUTIER Ludovic,NC,Non classé
Crouttes-Sur-Marne,02242,210202271,ADAM Hubert,NC,Non classé
Crouy,02243,210202289,PLATRIER Claude,LNC,Non classé
Crupilly,02244,210202297,VALLIET Odile,NC,Non classé
Cuffies,02245,210202305,DUFOUR Serge,,
Cugny,02246,210202313,BONO Michel,NC,Non classé
Cuirieux,02248,210202321,FELZINGER Franck,NC,Non classé
Cuiry-Housse,02249,210202339,DE SUTTER Côme,NC,Non classé
Cuiry-Lès-Chaudardes,02250,210202347,BRIDIER Tony,NC,Non classé
Cuiry-Lès-Iviers,02251,210202354,GUILMART Faustin,NC,Non classé
Cuissy-Et-Geny,02252,210202362,IGRAS Pierre,NC,Non classé
Cuisy-En-Almont,02253,210202370,CHAMPENOIS Françoise,NC,Non classé
Cutry,02254,210202388,LETRILLART Benoît,NC,Non classé
Cys-La-Commune,02255,210202396,DENIS Christian,NC,Non classé
Dagny-Lambercy,02256,210202404,DIDIER Pierre,NC,Non classé
Dammard,02258,210202420,CARION Denis,NC,Non classé
Dampleux,02259,210202438,SEGUIN Guillaume,NC,Non classé
Danizy,02260,210202446,DESCHUTTER Gérard,NC,Non classé
Dercy,02261,210202453,BORNIER Bernard,NC,Non classé
Deuillet,02262,210202461,MAHU Bernard,NC,Non classé
Dhuizel,02263,210202479,LALLIER Corinne,NC,Non classé
Dizy-Le-Gros,02264,210202487,APPERT Martin,NC,Non classé
Dohis,02265,210202495,LATOUR Alain,NC,Non classé
Dolignon,02266,210202503,BIENAIME Corinne,NC,Non classé
Dommiers,02267,210202511,BERSON Jean-Pascal,NC,Non classé
Domptin,02268,210202529,LUQUIN Emeric,NC,Non classé
Dorengt,02269,210202537,CAMBRAYE Olivier,NC,Non classé
Douchy,02270,210202545,CORDIER Pierre,NC,Non classé
Dravegny,02271,210202552,FERNANDEZ Françoise,NC,Non classé
Droizy,02272,210202560,GIROD Pierre-Emmanuel,NC,Non classé
Dury,02273,210202578,RACHESBOEUF Alain,NC,Non classé
Ebouleau,02274,210202586,VAN DEN AVENNE Urbain,NC,Non classé
Effry,02275,210202594,MICHEL Alain,NC,Non classé
Englancourt,02276,210202602,CARLIER Daniel,NC,Non classé
Epagny,02277,210202610,DE FAY Jean-François,NC,Non classé
Eparcy,02278,210202628,BAILLY Pascal,NC,Non classé
Epaux-Bézu,02279,210202636,HAY Etienne,,
Epieds,02280,210202644,CRENET Didier,NC,Non classé
L'Epine-Aux-Bois,02281,210202651,PIERRE Nathalie,NC,Non classé
Eppes,02282,210202669,BOUILLÉ François,NC,Non classé
Erlon,02283,210202677,DUPONT Louise,NC,Non classé
Erloy,02284,210202685,PREDHOMME Raymond,NC,Non classé
Esquéhéries,02286,210202693,COMPERE Alain,NC,Non classé
Essigny-Le-Grand,02287,210202701,GRZEZICZAK Philippe,LNC,Non classé
Essigny-Le-Petit,02288,210202719,PROIX Arnaud,NC,Non classé
Essises,02289,210202727,TREHEL Christian,NC,Non classé
Essômes-Sur-Marne,02290,210202735,BERGAULT Jean-Paul,LNC,Non classé
Estrées,02291,210202743,DE WEVER Jean Charles,NC,Non classé
Etampes-Sur-Marne,02292,210202750,MAGNIER Jean-Luc,LNC,Non classé
Etaves-Et-Bocquiaux,02293,210202768,GABELLE Gilles,NC,Non classé
Etouvelles,02294,210202776,LEMOINE Yvan,NC,Non classé
Etréaupont,02295,210202784,DEGARDIN-BRUY Michèle,NC,Non classé
Etreillers,02296,210202792,REMY Jean-Marie,LNC,Non classé
Etrépilly,02297,210202800,POLIN Jean-Pierre,NC,Non classé
Etreux,02298,210202818,DUFERME Bertrand,,
Evergnicourt,02299,210202826,CAVEL Olivier,NC,Non classé
Faverolles,02302,210202842,POTEAUX Christian,NC,Non classé
Fayet,02303,210202859,ARDAENS Virginie,NC,Non classé
La Fère,02304,210202867,VILAIN Marie-Noëlle,LNC,Non classé
Fère-En-Tardenois,02305,210202875,ROSELEUX Jean-Paul,LNC,Non classé
La Ferté-Chevresis,02306,210202883,BURTON Franck,NC,Non classé
La Ferté-Milon,02307,210202891,LE FRÈRE Céline,LNC,Non classé
Fesmy-Le-Sart,02308,210202909,RIOU Gaspard,NC,Non classé
Festieux,02309,210202917,BUVRY Benoît,NC,Non classé
Fieulaine,02310,210202925,LECLERCQ Jérôme,NC,Non classé
Filain,02311,210202933,DE VRIENDT Hubert,NC,Non classé
La Flamengrie,02312,210202941,FOURDRIGNIER Jean,LNC,Non classé
Flavigny-Le-Grand-Et-Beaurain,02313,210202958,HENNECHART Olivier,NC,Non classé
Flavy-Le-Martel,02315,210202966,JULIEN Patrick,LNC,Non classé
Fleury,02316,210202974,DANGER Jean-François,NC,Non classé
Fluquières,02317,210202982,CORDIER Pascal,NC,Non classé
Folembray,02318,210202990,PORTAS Jacques,LNC,Non classé
Fonsomme,02319,210203006,NOËL Colette,NC,Non classé
Fontaine-Lès-Clercs,02320,210203014,MAUDENS Frédéric,NC,Non classé
Fontaine-Lès-Vervins,02321,210203022,MARLOT Laurent,NC,Non classé
Fontaine-Notre-Dame,02322,210203030,DEFRANCE Thierry,NC,Non classé
Fontaine-Uterte,02323,210203048,MICHALAK Patrick,NC,Non classé
Fontenelle,02324,210203055,LUSTENBERGER Corinne,NC,Non classé
Fontenoy,02326,210203071,ZIMMER Patrice,NC,Non classé
Foreste,02327,210203089,FOUQUIER D'HEROUEL Jean-Baptiste,NC,Non classé
Fossoy,02328,210203097,LEDUC Hervé,NC,Non classé
Fourdrain,02329,210203105,MARRON Alexandre,NC,Non classé
Francilly-Selency,02330,210203113,DENIVET Daniel,NC,Non classé
Franqueville,02331,210203121,LEMOINE Jean-Louis,NC,Non classé
Fresnes-En-Tardenois,02332,210203139,PIERRON Catherine,NC,Non classé
Fresnes-Sous-Coucy,02333,210203147,GUILMONT Quentin,NC,Non classé
Fresnoy-Le-Grand,02334,210203154,FLAMANT Pierre,LNC,Non classé
Fressancourt,02335,210203162,DEGOUY Michel,NC,Non classé
Frières-Faillouël,02336,210203170,LAURISTON Charles-Édouard,NC,Non classé
Froidestrées,02337,210203188,DUPONT Pascal,NC,Non classé
Froidmont-Cohartille,02338,210203196,NUYTTEN François,NC,Non classé
Gandelu,02339,210203204,CANESSA Bernard,NC,Non classé
Gauchy,02340,210203212,WEBER Jean-Marc,LDVD,Droite
Gercy,02341,210203220,LEMOINE Philippe,NC,Non classé
Gergny,02342,210203238,COMBA Jean-Pierre,NC,Non classé
Germaine,02343,210203246,DESMASURES Jean-Claude,NC,Non classé
Gibercourt,02345,210203261,NUTTENS Michel,NC,Non classé
Gizy,02346,210203279,PHILIPPOT Claude,NC,Non classé
Gland,02347,210203287,BOUVET Jean-François,NC,Non classé
Goudelancourt-Lès-Pierrepont,02350,210203311,CHARPENTIER Aline,NC,Non classé
Goussancourt,02351,210203329,MOROY Françoise,NC,Non classé
Gouy,02352,210203337,DENIZON Sophie,NC,Non classé
Grandlup-Et-Fay,02353,210203345,VUILLIOT Christian,NC,Non classé
Grandrieux,02354,210203352,BART Nicole,NC,Non classé
Gricourt,02355,210203360,VARLET Roland,NC,Non classé
Grisolles,02356,210203378,PARADOWSKI Clément,NC,Non classé
Gronard,02357,210203386,DE WEVER Alexis,NC,Non classé
Grougis,02358,210203394,DUMUR Yves,NC,Non classé
Grugies,02359,210203402,BRISON Alain,LNC,Non classé
Villeneuve-Sur-Aisne,02360,200085280,TIMMERMAN Philippe,LNC,Non classé
Guise,02361,210203428,COCHET Hugues,LDVG,Gauche
Guivry,02362,210203436,PODEVIN Nadine,NC,Non classé
Guny,02363,210203444,BAILLON Jean Marc,,
Guyencourt,02364,210203451,LACHAMBRE Didier,NC,Non classé
Hannapes,02366,210203469,BRUNET Christian,NC,Non classé
Happencourt,02367,210203477,NICOLAS Damien,NC,Non classé
Haramont,02368,210203485,CHAUVIN Christian,NC,Non classé
Harcigny,02369,210203493,MICHEL Luc,NC,Non classé
Hargicourt,02370,210203501,HOCQUET Roland,NC,Non classé
Harly,02371,210203519,DESTOMBES Bernard,LNC,Non classé
Hartennes-Et-Taux,02372,210203527,MANSCOURT Sébastien,NC,Non classé
Hary,02373,210203535,CUS Céline,NC,Non classé
Lehaucourt,02374,210203543,PINÇON Michel,NC,Non classé
Hautevesnes,02375,210203550,LAZARO Patrice,NC,Non classé
Hauteville,02376,210203568,HUYGHE Willy,NC,Non classé
Haution,02377,210203576,FAUCHEUX Bernard,NC,Non classé
La Hérie,02378,210203584,DUPRE Michel,NC,Non classé
Le Hérie-La-Viéville,02379,210203592,TELLIER Michael,NC,Non classé
Hinacourt,02380,210203600,SALINGUE Brigitte,NC,Non classé
Hirson,02381,210203618,THOMAS Jean-Jacques,LSOC,Gauche
Holnon,02382,210203626,RISBOURG Florent,LNC,Non classé
Homblières,02383,210203634,GOMEL Francine,LNC,Non classé
Houry,02384,210203642,LECOYER Régis,NC,Non classé
Housset,02385,210203659,DOUCY Béatrice,NC,Non classé
Iron,02386,210203667,WILLEMAIN Marc,NC,Non classé
Itancourt,02387,210203675,NOLLET Régis,,
Iviers,02388,210203683,DEMONCEAUX Laurent,NC,Non classé
